;host_response_time;host_response_rate;host_is_superhost;host_listings_count;latitude;longitude;property_type;room_type;accommodates;bathrooms;bedrooms;beds;bed_type;amenities;price;cleaning_fee;guests_included;extra_people;minimum_nights;maximum_nights;number_of_reviews;instant_bookable;is_business_travel_ready;cancellation_policy;ano;mes
637;within a few hours;100%;f;3.0;-22.98493;-43.210809999999995;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,Kitchen,""Paid parking off premises"",Elevator,""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Window guards"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout"",""Host greets you""}";79.0;$0.00;1;0.0;3;365;87;f;f;moderate;2020;4
638;within a day;100%;f;3.0;-22.984479999999998;-43.1941;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;"{Internet,Wifi,Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer}";200.0;$100.00;1;0.0;5;1125;1;f;f;strict_14_with_grace_period;2020;4
639;within an hour;100%;t;2.0;-22.98527;-43.193259999999995;Apartment;Entire home/apt;8;2.0;3.0;9.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Free street parking"",""Family/kid friendly"",Washer,""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",Beachfront,""Paid parking on premises""}";258.0;$300.00;3;47.0;2;88;150;t;f;strict_14_with_grace_period;2020;4
640;within an hour;100%;f;3.0;-22.83999;-43.297740000000005;Apartment;Private room;10;1.0;1.0;4.0;Futon;"{TV,""Paid parking off premises"",""Free street parking"",""Buzzer/wireless intercom"",Washer,""Safety card"",""24-hour check-in"",Hangers,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Stair gates"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Dishes and silverware"",""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout"",Other}";112.0;$0.00;1;60.0;1;365;11;t;f;strict_14_with_grace_period;2020;4
641;within an hour;100%;f;4.0;-22.92365;-43.17252;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Long term stays allowed"",Other}";100.0;$100.00;1;0.0;6;1125;12;t;f;flexible;2020;4
642;within an hour;100%;t;2.0;-22.98181;-43.19263;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Shampoo,""Lock on bedroom door"",""Hair dryer"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Building staff"",""Hot water"",Refrigerator,""Dishes and silverware"",Oven,Stove}";90.0;$100.00;2;0.0;3;30;90;t;f;strict_14_with_grace_period;2020;4
646;within a day;50%;f;1.0;-22.986520000000002;-43.19288;Apartment;Entire home/apt;4;1.5;2.0;3.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""Private living room"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Paid parking on premises"",""Trash can""}";248.0;$250.00;4;100.0;4;30;9;f;f;strict_14_with_grace_period;2020;4
649;within a day;67%;f;1.0;-22.92126;-43.23475;House;Private room;3;2.0;1.0;2.0;Real Bed;"{Internet,Wifi,Kitchen,""Smoking allowed"",Washer}";160.0;$532.00;1;133.0;3;1125;11;t;f;strict_14_with_grace_period;2020;4
651;within an hour;100%;f;8.0;-22.98153;-43.191109999999995;Apartment;Entire home/apt;9;4.0;4.0;5.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,Doorman,Elevator,""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Bed linens"",Microwave,""Coffee maker"",Refrigerator}";769.0;$344.00;9;0.0;3;1125;25;t;f;super_strict_60;2020;4
652;within an hour;100%;f;6.0;-22.97847;-43.19174;Apartment;Entire home/apt;5;1.5;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Essentials,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Long term stays allowed"",""Paid parking on premises""}";190.0;$200.00;4;50.0;15;365;120;t;f;strict_14_with_grace_period;2020;4
653;within an hour;100%;t;2.0;-22.981920000000002;-43.19318;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,""Paid parking off premises"",Doorman,""Pets live on this property"",Cat(s),""Buzzer/wireless intercom"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Window guards"",""Room-darkening shades"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Luggage dropoff allowed"",""Host greets you""}";84.0;$80.00;2;0.0;3;29;208;f;f;strict_14_with_grace_period;2020;4
654;within a day;67%;f;5.0;-22.94231;-43.191140000000004;Apartment;Private room;4;1.0;1.0;1.0;Real Bed;"{Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,""Laptop friendly workspace"",""Bed linens""}";117.0;$100.00;2;110.0;3;15;16;f;f;flexible;2020;4
655;within an hour;100%;f;3.0;-22.96784;-43.185759999999995;Apartment;Entire home/apt;7;3.0;3.0;5.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Indoor fireplace"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Hangers,Iron,""Laptop friendly workspace"",""High chair"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",""Paid parking on premises""}";279.0;$220.00;6;30.0;2;88;54;f;f;strict_14_with_grace_period;2020;4
656;within a few hours;100%;t;3.0;-22.97932;-43.18993;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Hangers,""Hair dryer"",Iron,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}";148.0;$140.00;2;30.0;3;1125;146;f;f;strict_14_with_grace_period;2020;4
658;within an hour;100%;f;1.0;-22.91324;-43.18269;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""Luggage dropoff allowed"",""Long term stays allowed""}";100.0;$130.00;2;0.0;1;1125;78;t;f;strict_14_with_grace_period;2020;4
660;within an hour;100%;f;4.0;-22.97085;-43.185759999999995;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,Hangers,Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Building staff"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Long term stays allowed""}";148.0;$150.00;2;40.0;5;30;9;t;f;moderate;2020;4
662;within an hour;100%;t;7.0;-22.982210000000002;-43.19538;Apartment;Entire home/apt;4;2.5;2.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,""24-hour check-in"",Iron,""Laptop friendly workspace"",""Hot water"",""Coffee maker"",Refrigerator,""Dishes and silverware"",Oven,Stove}";522.0;$210.00;4;0.0;3;30;8;f;f;strict_14_with_grace_period;2020;4
663;within an hour;100%;t;5.0;-22.98356;-43.19477;Loft;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Long term stays allowed"",Other}";142.0;$180.00;1;0.0;4;180;133;f;f;strict_14_with_grace_period;2020;4
664;within a day;67%;f;3.0;-22.97876;-43.18846;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Hot water"",""Dishes and silverware"",""Cooking basics""}";148.0;$150.00;1;0.0;5;90;11;f;f;strict_14_with_grace_period;2020;4
667;within an hour;100%;f;2.0;-22.96888;-43.1821;Apartment;Entire home/apt;5;1.0;1.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Hangers,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Beach essentials"",""Long term stays allowed""}";190.0;$150.00;4;50.0;3;1125;10;t;f;strict_14_with_grace_period;2020;4
668;within an hour;100%;f;4.0;-22.98506;-43.1963;Apartment;Entire home/apt;4;1.5;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""No stairs or steps to enter"",""Flat path to guest entrance"",""Well-lit path to entrance"",""Host greets you"",""Shower gel""}";179.0;$150.00;1;50.0;3;365;59;f;f;strict_14_with_grace_period;2020;4
669;a few days or more;30%;f;20.0;-22.97995;-43.19024;Apartment;Private room;4;1.0;1.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_50"",Microwave,""Host greets you""}";158.0;$100.00;4;0.0;3;1125;76;t;f;super_strict_30;2020;4
670;a few days or more;30%;f;20.0;-22.97995;-43.19024;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;"{TV,Internet,""Air conditioning"",""Pets allowed"",Doorman,Elevator,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Bed linens"",Microwave,Refrigerator,""Host greets you""}";158.0;$100.00;4;0.0;3;365;37;t;f;super_strict_30;2020;4
671;a few days or more;30%;f;20.0;-22.97995;-43.19024;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",""Pets allowed"",Doorman,Elevator,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Bed linens"",Microwave,Refrigerator,""Host greets you""}";158.0;$100.00;4;0.0;3;180;33;t;f;super_strict_30;2020;4
674;within a few hours;100%;t;3.0;-22.98111;-43.20182;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Smoking allowed"",Doorman,Gym,Elevator,""Free street parking"",""Hot tub"",""Buzzer/wireless intercom"",Washer,Dryer,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";2102.0;$263.00;4;1581.0;1;1125;25;f;f;strict_14_with_grace_period;2020;4
676;within a few hours;100%;f;4.0;-22.99576;-43.27004;Other;Private room;2;1.0;1.0;1.0;Real Bed;"{Internet,Wifi,Kitchen,Breakfast,""Suitable for events"",Washer}";138.0;$20.00;1;50.0;2;1125;2;f;f;strict_14_with_grace_period;2020;4
677;within an hour;100%;t;1.0;-22.96898;-43.18947;Apartment;Entire home/apt;6;2.0;2.0;3.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Elevator,""Family/kid friendly"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Paid parking on premises""}";242.0;$263.00;4;53.0;3;60;63;t;f;moderate;2020;4
679;within an hour;100%;f;1.0;-22.98227;-43.19559;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Host greets you""}";400.0;$180.00;2;0.0;1;1125;15;t;f;strict_14_with_grace_period;2020;4
681;within a few hours;94%;f;2.0;-22.9146;-43.18562;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Family/kid friendly"",""Suitable for events"",""Fire extinguisher"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",""Dishes and silverware"",""Long term stays allowed""}";101.0;$99.00;1;0.0;2;250;143;t;f;strict_14_with_grace_period;2020;4
682;within an hour;100%;t;2.0;-22.91617;-43.1823;Apartment;Private room;1;2.0;5.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,Kitchen,""Pets live on this property"",Dog(s),""Free street parking"",Washer,""First aid kit"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Long term stays allowed"",Other}";47.0;$50.00;1;25.0;3;1125;13;t;f;strict_14_with_grace_period;2020;4
683;within a day;86%;f;1.0;-22.91382;-43.19184;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",Washer,Essentials,Microwave,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}";69.0;$50.00;1;0.0;2;90;6;f;f;strict_14_with_grace_period;2020;4
685;within a day;100%;f;2.0;-22.93623;-43.17785;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Essentials}";184.0;$158.00;1;0.0;1;3;3;t;f;strict_14_with_grace_period;2020;4
687;within a few hours;100%;f;2.0;-22.972360000000002;-43.18419;Condominium;Entire home/apt;6;2.0;3.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Building staff"",""Hot water"",""Coffee maker"",""Cooking basics"",""Long term stays allowed""}";337.0;$256.00;4;51.0;3;89;53;f;f;strict_14_with_grace_period;2020;4
688;within an hour;100%;t;2.0;-22.98027;-43.19416;Apartment;Private room;3;1.0;1.0;2.0;Real Bed;"{""Cable TV"",Wifi,Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Self check-in"",""Building staff"",""Hot water"",""Bed linens"",""Extra pillows and blankets""}";79.0;$100.00;2;100.0;3;30;93;t;f;strict_14_with_grace_period;2020;4
693;within a few hours;100%;f;3.0;-22.94725;-43.18546;Apartment;Entire home/apt;4;2.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";179.0;$150.00;1;25.0;5;60;18;f;f;strict_14_with_grace_period;2020;4
705;within an hour;100%;f;2.0;-22.98185;-43.22226;Apartment;Entire home/apt;5;2.5;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",Doorman,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed""}";1000.0;$180.00;4;250.0;4;60;27;t;f;strict_14_with_grace_period;2020;4
706;within an hour;100%;f;61.0;-22.98244;-43.20881;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Private entrance"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}";400.0;$140.00;2;60.0;3;89;56;t;f;moderate;2020;4
708;within an hour;100%;f;1.0;-22.95019;-43.18916;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Window guards"",""Room-darkening shades"",""Hot water"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",Other,""Trash can""}";316.0;$130.00;1;0.0;4;15;37;f;f;moderate;2020;4
709;a few days or more;0%;f;3.0;-22.98057;-43.20324;Apartment;Entire home/apt;6;2.0;3.0;1.0;Real Bed;"{TV,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,""Buzzer/wireless intercom""}";601.0;$200.00;6;80.0;4;365;2;f;f;strict_14_with_grace_period;2020;4
711;within a few hours;100%;t;2.0;-22.966720000000002;-43.18322;Apartment;Entire home/apt;5;2.0;3.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Wide hallways"",""No stairs or steps to enter""}";348.0;$200.00;3;50.0;5;365;25;f;f;strict_14_with_grace_period;2020;4
719;within a day;100%;t;2.0;-22.915;-43.21247;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Paid parking off premises"",""Smoking allowed"",Gym,Elevator,""Free street parking"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Stair gates"",""Children’s books and toys"",""Window guards"",""Game console"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Beach essentials"",""Luggage dropoff allowed"",""Cleaning before checkout"",""Host greets you"",""Paid parking on premises"",""Trash can""}";175.0;$100.00;1;0.0;1;25;14;f;f;flexible;2020;4
722;within a few hours;100%;f;3.0;-22.96206;-43.16726;Apartment;Entire home/apt;3;1.0;2.0;2.0;Real Bed;"{TV,Internet,Wifi,Kitchen,""Paid parking off premises"",Doorman,Elevator,Washer,""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",Stove,Beachfront}";369.0;$395.00;3;105.0;3;1125;4;f;f;strict_14_with_grace_period;2020;4
724;within an hour;100%;f;15.0;-22.97579;-43.1912;Apartment;Entire home/apt;10;2.0;2.0;8.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Smoking allowed"",Doorman,Elevator,""Hot tub"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Essentials,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Luggage dropoff allowed"",""Cleaning before checkout"",""Lake access""}";670.0;$346.00;4;106.0;1;1125;87;t;f;moderate;2020;4
725;within an hour;100%;t;7.0;-22.98189;-43.190540000000006;Apartment;Entire home/apt;4;1.0;0.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Building staff"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",""Dishes and silverware"",""Cooking basics"",Stove,""Luggage dropoff allowed"",""Long term stays allowed""}";200.0;$130.00;2;35.0;5;80;92;t;f;strict_14_with_grace_period;2020;4
729;within a few hours;80%;f;4.0;-22.91755;-43.17917;Apartment;Entire home/apt;2;2.0;2.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Doorman,Elevator,""Free street parking"",""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}";248.0;$150.00;2;100.0;2;1125;13;f;f;flexible;2020;4
733;within an hour;100%;f;4.0;-22.96939;-43.18719;Apartment;Entire home/apt;6;1.5;2.0;6.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,""24-hour check-in"",Hangers,""Private living room"",""Private entrance"",""Extra pillows and blankets""}";675.0;$180.00;4;35.0;5;60;34;t;f;strict_14_with_grace_period;2020;4
737;within an hour;100%;f;5.0;-22.93562;-43.19963;House;Private room;2;2.5;1.0;1.0;Real Bed;"{Internet,Wifi,Kitchen,Breakfast,""Free street parking"",""Family/kid friendly"",""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";181.0;$0.00;1;50.0;1;1125;15;t;f;flexible;2020;4
