;host_response_time;host_response_rate;host_is_superhost;host_listings_count;latitude;longitude;property_type;room_type;accommodates;bathrooms;bedrooms;beds;bed_type;amenities;price;cleaning_fee;guests_included;extra_people;minimum_nights;maximum_nights;number_of_reviews;instant_bookable;is_business_travel_ready;cancellation_policy;ano;mes
364;within an hour;100%;t;1.0;-22.986729999999998;-43.197720000000004;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""Room-darkening shades"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";148.0;$70.00;2;60.0;2;30;220;t;f;strict_14_with_grace_period;2020;4
365;within a few hours;80%;t;1.0;-23.01069;-43.32881;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Elevator,""Free street parking"",""Buzzer/wireless intercom"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Beach essentials"",""Long term stays allowed"",Beachfront}";909.0;$162.00;1;0.0;1;90;8;f;f;moderate;2020;4
366;within a few hours;100%;f;3.0;-22.965320000000002;-43.18013;Apartment;Entire home/apt;6;2.0;3.0;6.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Self check-in"",""Building staff"",""Room-darkening shades"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}";801.0;$180.00;6;150.0;3;365;61;f;f;strict_14_with_grace_period;2020;4
368;within a few hours;100%;t;1.0;-23.01301;-43.31324;Apartment;Entire home/apt;4;2.0;2.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Paid parking off premises"",Doorman,Gym,Elevator,""Free street parking"",""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Safety card"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Baby monitor"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Cleaning before checkout"",""Firm mattress"",Beachfront,""Trash can""}";701.0;$250.00;4;300.0;3;60;64;f;f;strict_14_with_grace_period;2020;4
370;within a day;80%;f;2.0;-22.96539;-43.17962;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Paid parking off premises"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,""Lock on bedroom door"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove}";448.0;$100.00;1;0.0;2;30;1;f;f;strict_14_with_grace_period;2020;4
371;within a day;83%;f;2.0;-22.973010000000002;-43.22606;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,""Fire extinguisher"",Essentials,""translation missing: en.hosting_amenity_50""}";128.0;$130.00;3;0.0;4;30;5;f;f;strict_14_with_grace_period;2020;4
372;within a day;83%;f;2.0;-22.98156;-43.20012;Apartment;Entire home/apt;6;2.5;3.0;8.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,Other}";358.0;$280.00;5;50.0;4;380;13;f;f;strict_14_with_grace_period;2020;4
373;within an hour;100%;f;1.0;-22.974239999999998;-43.18792;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Family/kid friendly"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}";142.0;$170.00;1;0.0;2;55;220;f;f;strict_14_with_grace_period;2020;4
374;within an hour;100%;t;1.0;-22.9856;-43.19892;Apartment;Entire home/apt;4;2.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Elevator,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Window guards"",""Room-darkening shades"",""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Garden or backyard"",""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallways"",""No stairs or steps to enter"",""Flat path to guest entrance"",""Well-lit path to entrance"",""No stairs or steps to enter"",""No stairs or steps to enter"",""Wide doorway to guest bathroom"",""No stairs or steps to enter"",""Wide entryway"",""Mini fridge"",""Smart TV"",""DVD player"",""Rain shower"",""Sound system"",""Gas oven"",Printer,""Breakfast table"",""Espresso machine"",""Convection oven"",Netflix,""Memory foam mattress"",""Fax machine"",""Wine cooler"",""En suite bathroom"",""Walk-in shower"",""Bedroom comforts"",""Bathroom essentials""}";427.0;$0.00;1;0.0;1;365;95;t;f;moderate;2020;4
375;within an hour;100%;t;1.0;-22.97644;-43.18954;Apartment;Entire home/apt;5;1.0;2.0;3.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove}";248.0;$100.00;4;0.0;3;1125;41;f;f;strict_14_with_grace_period;2020;4
377;within an hour;100%;f;1.0;-22.98583;-43.19577;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Babysitter recommendations"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed""}";553.0;$211.00;2;211.0;2;90;201;t;f;strict_14_with_grace_period;2020;4
380;within a few hours;100%;f;1.0;-22.92955;-43.19464;House;Private room;1;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",""Smoking allowed"",""Family/kid friendly"",""Suitable for events"",Washer,Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace"",""Hot water"",""Long term stays allowed""}";58.0;$60.00;1;25.0;2;1125;79;f;f;moderate;2020;4
382;within an hour;100%;f;5.0;-22.96806;-43.18561;Apartment;Entire home/apt;6;2.0;4.0;5.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Pets allowed"",Elevator,""Family/kid friendly"",Washer,Essentials,Shampoo,""24-hour check-in"",""Hair dryer"",Iron,""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Long term stays allowed"",""Cleaning before checkout""}";901.0;$200.00;4;250.0;3;1125;3;f;f;strict_14_with_grace_period;2020;4
384;within a few hours;100%;t;4.0;-22.943279999999998;-43.20431;House;Entire home/apt;3;1.0;1.0;1.0;Real Bed;"{Internet,Wifi,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets live on this property"",Dog(s),""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard"",""Luggage dropoff allowed"",""Host greets you""}";191.0;$100.00;2;100.0;3;60;49;f;f;strict_14_with_grace_period;2020;4
392;a few days or more;20%;f;2.0;-23.00968;-43.342040000000004;House;Private room;2;2.5;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Doorman,""Pets live on this property"",Cat(s),""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""First aid kit"",Essentials,""Lock on bedroom door"",Hangers,Iron,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",Oven,""BBQ grill"",""Patio or balcony"",Other,Beachfront}";149.0;$150.00;1;50.0;2;20;2;t;f;strict_14_with_grace_period;2020;4
393;within an hour;100%;t;3.0;-22.9492;-43.18457;Apartment;Entire home/apt;5;2.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Elevator,""Family/kid friendly"",Washer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Window guards"",""Room-darkening shades"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Host greets you"",""Paid parking on premises""}";200.0;$150.00;2;40.0;2;65;192;f;f;strict_14_with_grace_period;2020;4
394;within a day;100%;f;4.0;-22.97863;-43.19001;Apartment;Entire home/apt;8;3.0;3.0;5.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,Washer,""Fire extinguisher"",Essentials,""Hair dryer"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""Host greets you""}";516.0;$344.00;6;115.0;3;90;1;f;f;strict_14_with_grace_period;2020;4
395;within a day;70%;f;2.0;-22.95426;-43.17443;Apartment;Entire home/apt;2;1.5;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Self check-in"",""Building staff"",""Hot water""}";1054.0;$263.00;3;158.0;3;1000;3;f;f;strict_14_with_grace_period;2020;4
398;within a few hours;100%;f;0.0;-22.970779999999998;-43.18482;Apartment;Private room;3;1.5;1.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Elevator,""Family/kid friendly"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",Beachfront}";269.0;$50.00;2;60.0;2;1125;145;f;f;flexible;2020;4
402;within an hour;100%;t;2.0;-22.98253;-43.19428;Apartment;Entire home/apt;6;2.0;3.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Paid parking off premises"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Changing table"",""Children’s books and toys"",""Window guards"",""Babysitter recommendations"",Crib,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",""Trash can""}";221.0;$150.00;2;99.0;2;27;80;f;f;moderate;2020;4
404;within a few hours;100%;f;3.0;-22.970670000000002;-43.18922;Condominium;Private room;2;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,Kitchen,Doorman,""Pets live on this property"",Dog(s),Elevator,""Free street parking"",""Buzzer/wireless intercom"",Washer,""First aid kit"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";169.0;$90.00;1;60.0;2;90;10;t;f;strict_14_with_grace_period;2020;4
409;within a day;83%;f;4.0;-22.92107;-43.18675;House;Private room;3;1.0;1.0;0.0;Real Bed;"{Internet,Wifi,Pool,Kitchen,""Smoking allowed"",""Free street parking"",Washer,Dryer,Essentials,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",Beachfront}";274.0;$50.00;2;50.0;1;1125;8;f;f;flexible;2020;4
410;within a day;100%;f;2.0;-22.98574;-43.1903;Apartment;Entire home/apt;6;2.5;2.0;5.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",Beachfront}";1291.0;$316.00;4;105.0;3;730;5;f;f;strict_14_with_grace_period;2020;4
412;within an hour;100%;f;2.0;-22.96229;-43.17556;Apartment;Entire home/apt;5;1.0;1.0;4.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Building staff"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove}";158.0;$70.00;2;51.0;2;30;67;t;f;strict_14_with_grace_period;2020;4
414;within an hour;100%;f;3.0;-22.9821;-43.19923;Apartment;Entire home/apt;8;2.5;3.0;8.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";348.0;$180.00;4;35.0;4;150;8;f;f;strict_14_with_grace_period;2020;4
419;within an hour;100%;t;7.0;-22.98772;-43.194109999999995;Apartment;Entire home/apt;4;1.5;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Luggage dropoff allowed"",""Host greets you""}";351.0;$180.00;2;65.0;3;45;173;t;f;strict_14_with_grace_period;2020;4
423;within a day;100%;f;12.0;-22.983729999999998;-43.218740000000004;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Building staff"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}";422.0;$150.00;1;0.0;2;1125;12;f;f;strict_14_with_grace_period;2020;4
424;within an hour;100%;f;5.0;-22.93378;-43.19859;House;Private room;4;2.5;1.0;3.0;Real Bed;"{Internet,Wifi,""Air conditioning"",Kitchen,Breakfast,""Free street parking"",""Family/kid friendly"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";250.0;$0.00;1;50.0;1;30;24;t;f;flexible;2020;4
425;within an hour;100%;f;1.0;-22.97837;-43.233779999999996;Apartment;Entire home/apt;4;2.0;2.0;4.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Doorman,""Buzzer/wireless intercom"",Washer,Essentials,""24-hour check-in"",Hangers,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";248.0;$240.00;1;300.0;2;45;3;t;f;flexible;2020;4
427;within a few hours;60%;f;4.0;-22.976679999999998;-43.232009999999995;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Gym,Breakfast,Elevator,""Free street parking"",Washer,Essentials,Shampoo,""Laptop friendly workspace"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",Oven,Stove,""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout"",""Host greets you""}";202.0;$50.00;1;150.0;1;1125;1;t;f;flexible;2020;4
428;within a day;83%;f;8.0;-22.98539;-43.19628;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials}";400.0;$150.00;4;0.0;3;1125;0;f;f;strict_14_with_grace_period;2020;4
432;within a few hours;100%;t;15.0;-22.98251;-43.22108;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Dryer,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Building staff"",Bathtub,Crib,""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Oven}";490.0;$0.00;4;0.0;3;365;0;f;f;moderate;2020;4
